ItemId,Serial No.,Item Code,Item Name,Description,SRP,Size,Tonality,PhysicalCount,Broken
568,204530570,A20RZMSA-LBR.M0U,A20RZMSA-LBR.M0U,20x20 Ceramic Tile,1,20x20,A3 AN17RZSA,0,0
569,204540440,A21SSWIM-LBL.G0U,A20RZMSA-LBR.M0U,20x20 Ceramic Tile,1,20x20,17R2SD,0,0
570,204550440,A21SSWIM-WH0.G0U,A21SSWIM-LBL.G0U (NEW),11.7x24.5 Ceramic Tile,1,11.7x24.5,17R2SD,84,0
571,204560568,A23SZCBR-BE0.M2U,A23SZCBR-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
572,204560576,A23SZCBR-BE0.M2U,A23SZCBR-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AH17R2EE,0,0
573,204560578,A23SZCBR-BE0.M2U,A23SZCBR-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AM17R2EE,0,0
574,204560580,A23SZCBR-BE0.M2U,A23SZCBR-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AT17R2EE,0,0
575,204570568,A23SZCBR-BR0.M2U,A23SZCBR-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
576,204580568,A23SZCBR-DGY.M2U,A23SZCBR-DGY.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
577,204580575,A23SZCBR-DGY.M2U,A23SZCBR-DGY.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AA17R2SD,0,0
578,204580578,A23SZCBR-DGY.M2U,A23SZCBR-DGY.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AM17R2EE,0,0
579,204590568,A23SZCBR-LGY.M2U,A23SZCBR-LGY.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
580,204590578,A23SZCBR-LGY.M2U,A23SZCBR-LGY.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AM17R2EE,0,0
581,204590582,A23SZCBR-LGY.M2U,A23SZCBR-LGY.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3ATI7R2EE,0,0
582,204600568,A23SZLNW-BE0.M2U,A23SZLNW-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
583,204600575,A23SZLNW-BE0.M2U,A23SZLNW-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AA17R2SD,0,0
584,204600577,A23SZLNW-BE0.M2U,A23SZLNW-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AM17,0,0
585,204600578,A23SZLNW-BE0.M2U,A23SZLNW-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AM17R2EE,0,0
586,204600580,A23SZLNW-BE0.M2U,A23SZLNW-BE0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AT17R2EE,0,0
587,204610568,A23SZLNW-DBE.M2U,A23SZLNW-DBE.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
588,204610575,A23SZLNW-DBE.M2U,A23SZLNW-DBE.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AA17R2SD,0,0
589,204620575,A23SZLNW-DBR.M2U,A23SZLNW-DBR.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AA17R2SD,0,0
590,204630568,A23SZLNW-IV0.M2U,A23SZLNW-IV0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
591,204630575,A23SZLNW-IV0.M2U,A23SZLNW-IV0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AA17R2SD,0,0
592,204630581,A23SZLNW-IV0.M2U,A23SZLNW-IV0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3ATI17R2EE,0,0
593,204640568,A23SZLNW-NU0.M2U,A23SZLNW-NU0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
594,204640575,A23SZLNW-NU0.M2U,A23SZLNW-NU0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AA17R2SD,0,0
595,204650568,A23SZPRB-WH0.M0U,A23SZLNW-NU0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3,0,0
596,204650579,A23SZPRB-WH0.M0U,A23SZLNW-NU0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AS17R2EE,0,0
597,220520580,A23SZPRB-WH0.M0U  ,A23SZLNW-NU0.M2U,20x23 Ceramic Hexagon Tile,1,20x23,A3AT17R2EE,0,0
598,204660204,A3,A3/ Wenge Wood,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,1601-S1,84,0
599,220530017,A321,A3/ Wenge Wood,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,17,84,0
600,220530531,A321,A3/ Wenge Wood,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,A1,84,0
601,220530546,A321,A3/ Wenge Wood,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,A2,84,0
602,220530585,A321,A3/ Wenge Wood,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,A4,84,0
603,220530607,A321,A3/ Wenge Wood,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,A7,84,0
604,220530980,A321,A3/ Wenge Wood,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,RED STRAP,84,0
605,220531046,A321,A3/ Wenge Wood,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,X3,84,0
606,204670204,A4,A4/ Wenge Bark,11.2x45  Ceramic Tile (Inkjet)(28/box),1,11.2x45,1601-S1,84,0
607,204680226,A41,A41/ Cayman Brown,40x40 Ceramic Matte (10/box),1,40x40,1605A,0,0
608,204680231,A41,A41/ Cayman Brown,40x40 Ceramic Matte (10/box),1,40x40,1606A,0,0
609,204680326,A41,A41/ Cayman Brown,40x40 Ceramic Matte (10/box),1,40x40,1705A,0,0
610,204680479,A41,A41/ Cayman Brown,40x40 Ceramic Matte (10/box),1,40x40,201601A,0,0
611,204690226,A42,A42/ Chester Wood,40x40 Ceramic Matte (10/box),1,40x40,1605A,0,0
612,204690231,A42,A42/ Chester Wood,40x40 Ceramic Matte (10/box),1,40x40,1606A,0,0
613,204690238,A42,A42/ Chester Wood,40x40 Ceramic Matte (10/box),1,40x40,1607A,0,0
614,204690326,A42,A42/ Chester Wood,40x40 Ceramic Matte (10/box),1,40x40,1705A,0,0
615,204690329,A42,A42/ Chester Wood,40x40 Ceramic Matte (10/box),1,40x40,1705C,0,0
616,204690361,A42,A42/ Chester Wood,40x40 Ceramic Matte (10/box),1,40x40,1709A,0,0
617,204690479,A42,A42/ Chester Wood,40x40 Ceramic Matte (10/box),1,40x40,201601A,0,0
618,204690481,A42,A42/ Chester Wood,40x40 Ceramic Matte (10/box),1,40x40,201601C,0,0
619,204700231,A43,A43/ Hampton Grey,40x40 Ceramic Matte (10/box),1,40x40,1606A,0,0
620,204700326,A43,A43/ Hampton Grey,40x40 Ceramic Matte (10/box),1,40x40,1705A,0,0
621,204700328,A43,A43/ Hampton Grey,40x40 Ceramic Matte (10/box),1,40x40,1705B,0,0
